コード,銘柄名,price,volume,marketCapacity,pbr,per
6728,アルバック,7565,288300,372525465600,1.7100751,22.32156
6737,ＥＩＺＯ,2273,88200,89860423680,0.709952,21.413094
6740,ジャパンディスプレイ,21,267992400,81488265216,-31.96347,0.0
6741,日本信号,1331,123400,83015729152,0.7938392,10.039978
6742,京三製作所,619,95000,38728187904,0.7594151,8.116968
6744,能美防災,3900,69800,229565825024,1.7807676,21.59827
6745,ホーチキ,4455,36500,110788689920,1.7967674,13.210177
6750,エレコム,1686,216300,137535062016,1.5159144,12.722608
6754,アンリツ,2222,609900,284389474304,2.277685,26.738869
6763,帝国通信工業,2700,9200,25033406464,0.92062503,14.513788
6768,タムラ製作所,621,361700,49385656320,0.8168989,23.585264
6779,日本電波工業,1005,185100,23126528000,0.7710384,19.491854
6785,鈴木,2376,51100,34102388736,1.2171352,12.345422
6787,メイコー,10100,176500,259179249664,2.2296717,14.409222
6788,日本トリム,5020,10700,37285548032,1.6271231,18.761446
6794,フォスター電機,2682,210300,60258750464,0.9701784,14.409284
6798,ＳＭＫ,2720,15900,17218371584,0.59308255,0.0
6800,ヨコオ,2192,34600,51096842240,0.9567085,17.123663
6804,ホシデン,2474,205200,122680057856,0.8814933,35.337807
6806,ヒロセ電機,17390,95000,574391189504,1.5432726,18.939436
6807,日本航空電子工業,2518,176200,169741811712,1.2400318,21.007843
6809,ＴＯＡ,1610,206500,48454438912,1.0030934,15.823096
6810,マクセル,2366,201900,102035152896,1.0682318,25.38082
6814,古野電気,8460,712500,267318951936,3.260166,16.129032
6817,スミダコーポレーション,1144,218900,37821288448,0.6416149,21.50376
6820,アイコム,2983,20000,42812899328,0.6329337,18.349018
6823,リオン,2691,16700,33180884992,1.0189438,10.649834
6844,新電元工業,3445,32700,35556442112,0.5315738,32.787666
6845,アズビル,1418,946200,719588818944,3.1223173,16.977858
6849,日本光電工業,1777,564100,288648757248,1.6680117,16.181156
6850,チノー,1384,73100,23525437440,1.0646932,12.886406
6856,堀場製作所,16470,149600,691675725824,2.1359437,19.120481
6859,エスペック,3330,99400,72151736320,1.2573388,13.315739
6866,日置電機,6110,33800,82722013184,2.030687,14.1242285
6869,シスメックス,1577,3224800,982754918400,2.0380023,21.051928
6871,日本マイクロニクス,7750,1085900,300422758400,5.2549925,30.210892
6875,メガチップス,7930,75500,122866991104,0.755939,49.999996
6905,コーセル,1083,149500,44548296704,0.80197865,0.0
6908,イリソ電子工業,3215,60900,68641869824,0.9670322,19.083517
6914,オプテックスグループ,2473,138700,88089894912,1.647957,14.408902
6923,スタンレー電気,3175,712300,401404526592,0.9380966,15.576706
6925,ウシオ電機,2742,880400,223603523584,1.2121947,54.643284
6929,日本セラミック,3760,67500,79685533696,1.7244068,13.071895
6941,山一電機,5740,174200,105600950272,2.5443554,18.450068
6947,図研,5170,65400,109298122752,2.7784228,19.801601
6951,日本電子,5149,166400,263536001024,1.8326178,14.9476
6958,日本シイエムケイ,523,480100,37286391808,0.50206536,13.869
6961,エンプラス,8690,86200,77083770880,1.3375167,18.939478
6962,大真空,583,69000,18541934592,0.50299597,40.969784
6965,浜松ホトニクス,1673,2421700,495527362560,1.5550358,35.335728
6966,三井ハイテック,755,2598700,137975988224,1.2142774,14.792319
6986,双葉電子工業,648,614700,27485222912,0.35021043,98.03328
6995,東海理化電機製作所,3200,106100,272347987968,0.8185159,7.621951
6996,ニチコン,1564,309400,105036709888,0.93489784,30.76923
6997,日本ケミコン,1471,324500,32844634112,0.5879303,263.14847
6999,ＫＯＡ,1384,177700,51400151040,0.64573866,25.84018
7003,三井Ｅ＆Ｓ,6470,9710700,652798001152,3.4187746,26.882168
7033,マネジメントソリューションズ,1376,85900,21633607680,4.0989347,14.045115
7034,プロレド・パートナーズ,605,55900,6606294016,0.9586497,0.0
7038,フロンティア・マネジメント,567,166900,6673522176,2.9646902,0.0
7059,コプロ・ホールディングス,1016,61500,38864478208,4.4940443,19.882584
7071,アンビスホールディングス,457,425600,44572966912,1.2335814,12.18017
7085,カーブスホールディングス,799,132600,73556959232,3.648835,17.094564
7088,フォーラムエンジニアリング,1699,66700,89521225728,6.91871,28.411371
7092,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,2311,38000,43341910016,2.953853,18.726196
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,1600,105600,22293342208,1.6951828,7.9617834
7102,日本車輌製造,3850,23200,55553916928,0.7846155,6.0024014
7128,フルサト・マルカホールディングス,2330,45700,56028569600,0.7793054,20.367132
7130,ヤマエグループホールディングス,2648,46000,73418964992,0.8003117,9.606036
7148,ＦＰＧ,2029,884400,169894903808,2.977479,9.389606
7157,ライフネット生命保険,1960,240900,157467033600,1.6039096,21.505377
7164,全国保証,3200,241800,425147072512,1.8482889,13.679891
7167,めぶきフィナンシャルグループ,1101,1895100,1033346875392,1.0096786,15.17365
7172,ジャパンインベストメントアドバイザー,2051,236100,124185452544,1.7595303,14.598904
7173,東京きらぼしフィナンシャルグループ,9290,111300,281404407808,0.70673364,10.319929
7180,九州フィナンシャルグループ,1086,1472400,466457722880,0.6309761,12.853593
7181,かんぽ生命保険,5033,666200,1833330933760,0.4919388,12.254986
7182,ゆうちょ銀行,2316,8368300,8280612536320,0.89330715,19.267237
7184,富山第一銀行,1941,100400,121993560064,0.6943486,12.09195
7187,ジェイリース,1468,47000,26323847168,3.937747,11.223241
7189,西日本フィナンシャルホールディングス,3409,391000,474818052096,0.8149914,13.280093
7198,ＳＢＩアルヒ,914,114500,40594587648,0.96711385,22.423946
7199,プレミアグループ,1953,138300,76250136576,3.3331513,16.695162
7220,武蔵精密工業,2664,431100,174607712256,1.4697242,19.084461
7224,新明和工業,2052,157600,135618248704,1.1916564,15.822346
7226,極東開発工業,3250,114800,124941475840,1.1337086,98.03921
7231,トピー工業,3270,43000,72117379072,0.5282099,11.627907
7236,ティラド,8110,30300,46499586048,1.0086082,6.6844697
7238,曙ブレーキ工業,121,1333100,32843073536,0.7145684,0.0
7239,タチエス,2116,75500,72615469056,0.765308,5.753752
7240,ＮＯＫ,2901,254900,474131759104,0.79172516,15.7724495
7241,フタバ産業,1070,248600,95370788864,0.77606475,8.695652
7242,カヤバ,4530,59500,192206831616,0.8578186,8.190053
7244,市光工業,520,115600,50049785856,0.6917617,8.79567
7245,大同メタル工業,1035,220500,48505724928,0.65328455,12.578999
7246,プレス工業,853,326800,84674519040,0.7473245,13.985899
7250,太平洋工業,3205,99800,183360569344,1.0553873,13.985861
7259,アイシン,3001,1441100,2176818085888,1.089078,13.587178
7276,小糸製作所,2365,557200,632562778112,1.0396719,14.66303
7278,エクセディ,5770,126100,210885705728,1.1512258,17.271313
7280,ミツバ,1119,249500,51455946752,0.50051016,5.564949
7282,豊田合成,4053,866500,515760717824,0.91552943,11.248647
7283,愛三工業,2275,70500,129738145792,0.98906124,10.593221
7294,ヨロズ,1040,20100,21419399168,0.4845268,0.0
7296,エフ・シー・シー,3785,86000,183327899648,0.9684671,10.729674
7309,シマノ,16720,229500,1445702926336,1.7627755,40.650604
7313,テイ・エス　テック,1910,289100,224256032768,0.7447683,42.36912
7322,三十三フィナンシャルグループ,4655,62300,121109831680,0.54658866,12.83713
7327,第四北越フィナンシャルグループ,1744,715600,457298804736,0.8657141,12.180472
7337,ひろぎんホールディングス,1659,846500,496902569984,0.9120908,13.210476
7347,マーキュリアホールディングス,818,27400,15826765824,0.9667556,227.22223
7350,おきなわフィナンシャルグループ,4965,60700,105977012224,0.6592742,11.337946
7354,ダイレクトマーケティングミックス,298,390900,13837395968,0.9452695,13.13933
7366,ＬＩＴＡＬＩＣＯ,1294,85100,45499412480,3.4992454,15.949711
7380,十六フィナンシャルグループ,7420,102900,262830047232,0.58942956,12.180308
7381,ＣＣＩグループ,900,900800,203187486720,0.8313481,19.267822
7383,ネットプロテクションズホールディングス,547,440800,54388211712,2.6880531,29.583559
7384,プロクレアホールディングス,2340,105700,66226442240,0.39929125,89.27891
7388,ＦＰパートナー,2148,56000,49318707200,4.3841834,16.920048
7389,あいちフィナンシャルグループ,4945,156900,240981278720,0.6058886,20.243164
7414,小野建,1458,62700,35756142592,0.37080356,15.504041
7419,ノジマ,1239,912300,358845710336,1.5881175,10.162402
7420,佐鳥電機,1894,55500,27186270208,0.82185173,10.764421
7421,カッパ・クリエイト,1571,84000,77532585984,6.8370934,59.870426
7433,伯東,3945,68500,74272841728,1.1199667,16.286846
7438,コンドーテック,1566,21200,40111054848,1.076518,12.5
7447,ナガイレーベン,1844,50900,55231074304,1.4593331,22.174122
7456,松田産業,5620,116800,145231560704,1.4202048,13.333333
7458,第一興商,1708,227700,176567746560,1.4959819,12.150529
7459,メディパルホールディングス,2847,394300,582777176064,0.9373401,14.513662
7466,ＳＰＫ,2410,6600,24332951552,0.87797046,9.242215
7467,萩原電気ホールディングス,3730,26500,37183332352,0.7345581,13.947053
7475,アルビス,2714,6700,22676307968,0.7053064,15.3376665
7476,アズワン,2470,100200,176476078080,2.5261617,20.284143
7482,シモジマ,1394,17400,32606545920,0.91511726,14.04534
7483,ドウシシャ,3370,44000,119520518144,1.307979,15.197294
7504,高速,3035,17300,59347013632,1.4266455,16.36648
7508,Ｇ‐７ホールディングス,1430,40400,62517608448,1.8424392,12.165036
7510,たけびし,2285,20500,36621672448,0.87963074,13.123134
7513,コジマ,1179,196900,91252719616,1.313393,19.378698
7516,コーナン商事,4000,81700,113000079360,0.65811664,8.326395
7520,エコス,3050,12300,34266757120,1.1896529,7.6862984
7522,ワタミ,970,35800,38901809152,1.5042073,11.778993
7525,リックス,3815,10000,30924165120,1.1640066,10.638298
7532,パン・パシフィック・インターナショナルホールディングス,925,7511900,2762678468608,4.483914,30.679934
7537,丸文,1360,91500,35612200960,0.65396285,11.389331
7545,西松屋チェーン,2107,322700,126516199424,1.2968764,15.128886
7550,ゼンショーホールディングス,8748,394000,1368737185792,5.2890124,38.02321
75505,ゼンショーホールディングス第１回社債型種類株式,5038,300,0,3.0459585,0.0
7552,ハピネット,2904,236400,127528673280,2.0973732,14.306123
7554,幸楽苑,1155,51500,22071357440,3.597548,25.0
7575,日本ライフライン,1602,98200,112390307840,1.8431886,11.641596
7581,サイゼリヤ,6290,852500,309124759552,2.667577,27.777777
7593,ＶＴホールディングス,538,199800,62545281024,0.8675516,11.274098
7595,アルゴグラフィックス,1608,152400,110486478848,2.5618272,17.482061
7596,魚力,2359,8600,32925650944,1.8137853,24.272043
7599,ＩＤＯＭ,1338,503300,134344876032,1.6256053,11.074326
7600,日本エム・ディ・エム,508,73200,13387595776,0.5504997,0.0
7606,ユナイテッドアローズ,2447,251700,67586940928,1.8035109,19.231375
7607,進和,3160,13000,42348703744,0.97432286,12.7878275
7609,ダイトロン,2513,78400,52937515008,1.594263,10.822567
7611,ハイデイ日高,3340,92400,120251179008,5.0820274,26.384392
7613,シークス,1306,98300,61535821824,0.6240551,12.314945
7616,コロワイド,1771,347800,188268118016,2.420831,136.96829
7628,オーハシテクニカ,1218,14500,31152848896,0.8146242,13.75494
7630,壱番屋,919,220000,146677284864,4.6317296,48.779194
7637,白銅,2388,8000,27084001280,1.1412923,15.948709
7649,スギホールディングス,3692,1443200,668152102912,2.3816805,16.2072
7679,薬王堂ホールディングス,2086,54100,40574767104,1.0250725,9.191047
7683,ダブルエー,1390,71600,26519695360,2.4447513,26.177025
7701,島津製作所,4305,1127900,1243892154368,2.4200008,22.321892
7715,長野計器,2533,51500,47045046272,1.043675,9.066179
7717,ブイ・テクノロジー,3095,109600,29258006528,0.88200915,38.022114
7718,スター精密,2196,151600,105109282816,1.0689358,24.270555
7721,東京計器,6370,278900,104680112128,2.5623605,22.883213
7723,愛知時計電機,2734,33600,42108121088,0.87063354,10.764203
7725,インターアクション,1350,108900,13628780544,1.2953678,15.082113
7729,東京精密,11760,276400,477187604480,2.6664271,22.123978
7730,マニー,1478,230600,145586847744,2.7181509,31.346766
7734,理研計器,3210,52500,146458869760,1.8220539,17.300852
7739,キヤノン電子,3645,206600,149090828288,1.2143997,20.618849
7740,タムロン,1052,346300,169538994176,2.0918465,12.852779
7743,シード,583,40300,17644953600,0.9553305,12.835755
7744,ノーリツ鋼機,1892,203300,197970427904,0.9006847,17.513655
7745,Ａ＆Ｄホロンホールディングス,2151,130900,58910253056,1.3353796,9.216728
7747,朝日インテック,2953,755500,783502737408,5.313856,62.896698
7762,シチズン時計,1317,1096000,321341685760,1.2196659,13.680275
7769,リズム,4045,29100,33387134976,1.0202205,44.053585
7780,メニコン,1605,425500,118970564608,1.3753685,24.037743
7817,パラマウントベッドホールディングス,3505,17500,196580327424,1.4317576,21.645157
7818,トランザクション,1135,123900,64103309312,3.2600985,16.026546
7820,ニホンフラッシュ,836,26500,19024650240,0.6629491,0.0
7821,前田工繊,1982,68800,132922507264,1.8888279,14.184499
7826,フルヤ金属,3715,224700,91299987456,1.4155254,14.164252
7839,ＳＨＯＥＩ,1819,264000,94585044992,2.9680128,15.1280775
7840,フランスベッドホールディングス,1329,36600,44352258048,1.1326486,18.97487
7844,マーベラス,520,47000,31498047488,1.224558,34.120735
7846,パイロットコーポレーション,4819,124900,179262717952,1.2751646,13.35125
7856,萩原工業,1713,40900,23954124800,0.7785359,13.831247
7860,エイベックス,1248,123600,53044244480,1.072446,125.0501
7864,フジシールインターナショナル,3195,83700,170309042176,1.1480218,10.965063
7867,タカラトミー,2875,613100,255532072960,2.3405097,16.025642
7868,広済堂ホールディングス,459,445200,64857411584,1.3225836,15.871369
7874,レック,1044,33800,34168604672,0.9400662,16.05166
7888,三光合成,913,125600,27831676928,0.84566474,7.21511
7893,プロネクサス,1160,21900,29254828032,1.1776386,0.0
7914,共同印刷,1645,128100,46410711040,0.71622574,12.360986
7915,ＮＩＳＳＨＡ,1282,229200,60697079808,0.5476435,0.0
7917,ＺＡＣＲＯＳ,1150,77600,83083051008,0.90113735,12.577929
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,4600,24100,59365457920,1.9304752,14.367816
7925,前澤化成工業,2303,39500,34206437376,0.8004877,17.825077
7931,未来工業,3405,14200,55010582528,1.0345196,11.876526
7936,アシックス,4142,3147900,2968556929024,10.873246,39.36888
7942,ＪＳＰ,2533,65800,66382827520,0.6603022,12.406936
7943,ニチハ,3240,51600,107580547072,0.8984148,32.681057
7944,ローランド,3795,205000,99967352832,2.4917386,16.638899
7947,エフピコ,2632,176300,212867678208,1.3532593,14.598702
7949,小松ウオール工業,2827,42900,49757642752,1.306798,18.518276
7952,河合楽器製作所,2943,26500,25316919296,0.5897668,31.747574
7955,クリナップ,883,35300,31845437440,0.54877305,18.519295
7956,ピジョン,1619,948400,193741127680,2.503633,20.575531
7962,キングジム,819,25600,23035338752,0.95861113,54.346386
7965,象印マホービン,1559,161300,98989187072,1.1158742,16.892405
7966,リンテック,4425,256300,289756479488,1.2114426,23.364487
7970,信越ポリマー,2047,91000,164063035392,1.3354036,16.051125
7972,イトーキ,2493,136500,123174027264,2.2451975,13.587313
7976,三菱鉛筆,2228,46300,123010498560,0.913784,10.881563
7979,松風,1870,65200,66552037376,1.4953839,14.663217
7981,タカラスタンダード,2976,67700,188523429888,1.0028968,14.08424
7984,コクヨ,900,844500,387218243584,1.5646459,20.3666
7988,ニフコ,4958,166900,462748450816,1.6803459,9.930499
7989,立川ブラインド工業,1954,30100,39278305280,0.71963805,12.886632
7990,グローブライド,2215,48000,48286203904,0.817887,9.460556
7994,オカムラ,2376,131400,224951599104,1.1871488,10.471111
7995,バルカー,4170,37800,73481322496,1.4333345,14.025292
8005,スクロール,1378,133500,46798671872,1.2624042,15.625354
8007,高島,868,84400,29668009984,1.2731416,16.695518
8008,ヨンドシーホールディングス,1819,96900,39062663168,0.99121094,26.248196
8011,三陽商会,4075,21800,43507372032,1.0943146,14.347076
8012,長瀬産業,4025,290800,416031768576,1.0649157,17.512943
8014,蝶理,4105,13800,101171118080,1.0725006,10.395037
8016,オンワードホールディングス,755,1534600,102684131328,1.1942083,11.1242075
8020,兼松,1875,566200,312105041920,1.6405947,11.012918
8022,美津濃,3430,438100,263372161024,1.6206124,15.45602
8032,日本紙パルプ商事,960,239800,112470654976,0.88463366,42.742657
8037,カメイ,3190,24000,97612816384,0.6079233,9.124192
8043,スターゼン,1276,69300,72872722432,0.8218483,5.941793
8050,セイコーグループ,7170,78000,293046747136,1.7985941,17.093813
8051,山善,1496,75800,127049080832,0.9955964,14.88113
8052,椿本興業,2939,25100,53961039872,1.1568817,11.654836
8056,ＢＩＰＲＯＧＹ,5497,278000,531117604864,3.072852,17.699144
8057,内田洋行,11000,49900,108506202112,1.53232,11.025358
8059,第一実業,3115,16800,99472482304,1.1839424,10.449163
8060,キヤノンマーケティングジャパン,6883,106100,742485590016,1.9097551,20.407982
8061,西華産業,2430,95600,87353860096,1.7567235,11.312323
8065,佐藤商事,2338,24400,48367480832,0.68463147,8.150033
8070,東京産業,1013,58400,26417674240,1.1273229,12.194534
8074,ユアサ商事,5510,24600,115884449792,1.0272721,11.350761
8075,神鋼商事,2617,24800,69147344896,0.73937,8.56909
8078,阪和興業,7550,98800,297823240192,0.76692516,7.23589
8079,正栄食品工業,4075,22000,68677603328,1.2318108,22.471601
8081,カナデン,2198,16100,49006256128,1.0100425,11.876587
8084,ＲＹＯＤＥＮ,3625,38500,78145085440,0.87364686,16.000177
8086,ニプロ,1474,342100,240484384768,1.006451,24.93658
8088,岩谷産業,1684,998200,387621126144,0.97246385,8.189865
8091,ニチモウ,2500,12900,21003972608,0.65571845,7.163324
8093,極東貿易,1949,58900,23552811008,0.79683334,6.4598455
8095,アステナホールディングス,485,150300,19579240448,0.7494364,0.0
8097,三愛オブリ,2161,77200,134692339712,1.1851298,19.267118
8098,稲畑産業,3815,71400,203654660096,0.93280756,10.204082
8101,ＧＳＩクレオス,2534,23700,31121942528,1.0199901,12.594434
8103,明和産業,952,120400,38265827328,0.98514926,10.752202
8111,ゴールドウイン,2601,502600,356412620800,3.1053417,15.015007
8113,ユニ・チャーム,890,7016000,1548541886464,2.0178478,18.903992
8125,ワキタ,1981,283300,98129313792,0.98715156,24.874435
8129,東邦ホールディングス,4704,117500,304357408768,1.1532272,15.600438
8130,サンゲツ,3150,101100,185125519360,1.6046507,14.727197
8132,シナネンホールディングス,6500,6300,70720479232,1.2808664,20.618557
8133,伊藤忠エネクス,1957,162600,220972826624,1.2527229,13.661431
8136,サンリオ,5112,10536700,1250650357760,8.71574,25.06251
8137,サンワテクノス,3000,33900,45675708416,0.94758946,19.157087
8141,新光商事,1060,84300,30265399296,0.6015635,37.884205
8142,トーホー,3950,85400,41981231104,1.3000456,10.615711
8150,三信電気,3155,46200,38625509376,0.91332686,8.223641
8151,東陽テクニカ,1773,46300,38204321792,1.3607948,32.049892
8153,モスフードサービス,4240,43100,130820710400,2.3113081,31.153563
8154,加賀電子,3895,82500,185632538624,1.1329904,8.3263855
8157,都築電気,3465,22900,63076597760,1.4051055,11.32501
8158,ソーダニッカ,1121,39800,25585321984,0.81249017,12.299759
8159,立花エレテック,3185,36000,72959811584,0.7275721,10.62694
8160,木曽路,2529,37000,71216545792,2.407347,17.857647
8163,ＳＲＳホールディングス,1235,86700,51068702720,2.9696279,68.955894
8167,リテールパートナーズ,1359,65600,58346233856,0.6668217,10.57094
8173,上新電機,2694,48200,69719867392,0.66928935,22.421972
8174,日本瓦斯,2931,329000,316756656128,4.9265056,24.095692
8179,ロイヤルホールディングス,1335,278600,131470311424,2.51106,26.593626
8185,チヨダ,1119,135300,37989478400,0.7480841,17.362297
8194,ライフコーポレーション,2508,149000,216986599424,1.4997587,12.062912
8200,リンガーハット,2311,120300,59886497792,4.2420406,52.084743
8203,ＭｒＭａｘＨＤ,818,255900,27261761536,0.7228677,9.336834
8214,ＡＯＫＩホールディングス,1852,120100,155865661440,1.1238499,17.952694
8217,オークワ,846,115600,34413654016,0.47368446,0.0
8218,コメリ,3470,70600,163416539136,0.6443546,11.338017
8219,青山商事,2623,287400,125086883840,0.7345553,13.908479
8227,しまむら,10585,388200,778072948736,1.4895085,18.214827
8237,松屋,1792,383100,92488171520,3.6218996,232.42542
8242,エイチ・ツー・オー　リテイリング,2110,305300,244061945856,0.8073453,18.314383
8255,アクシアル　リテイリング,1163,87100,103027294208,1.1317325,11.508016
8273,イズミ,3020,166900,213311422464,0.7403946,18.214716
8276,平和堂,2880,71700,142430601216,0.74966383,13.140485
8278,フジ,2061,336100,178579243008,0.81795937,45.246983
8281,ゼビオホールディングス,1090,70400,45106483200,0.37427488,0.0
8282,ケーズホールディングス,1625,411700,251151630336,1.0115486,22.830057
8283,ＰＡＬＴＡＣ,4931,92700,301194477568,1.019816,13.793007
8303,ＳＢＩ新生銀行,1982,20037300,0,1.5403638,14.451331
8334,群馬銀行,1811,972200,685654671360,1.1446463,14.164516
8336,武蔵野銀行,5130,70600,169539256320,0.6034563,11.933285
8337,千葉興業銀行,1796,109900,103088521216,0.56906575,18.553719
8338,筑波銀行,452,1620500,37250310144,0.3627029,17.09531
8341,七十七銀行,8058,211700,599250763776,0.92565113,13.6611
8343,秋田銀行,4310,79500,76602286080,0.44015703,9.990033
8344,山形銀行,2060,72900,64677834752,0.43073472,12.953531
8345,岩手銀行,5580,60700,96180879360,0.49507594,11.709651
8346,東邦銀行,559,686900,139687182336,0.6685931,15.269052
8358,スルガ銀行,1790,595200,306374541312,1.0256951,13.021023
8359,八十二銀行,1797,1228100,816876748800,0.79189414,14.346716
8360,山梨中央銀行,4290,74000,131460399104,0.5691838,14.662657
8361,大垣共立銀行,5220,198800,217330647040,0.62247956,12.004692
8362,福井銀行,2745,38900,64857620480,0.4427927,16.23396
8364,清水銀行,2511,36200,28363710464,0.36640888,13.315304
8366,滋賀銀行,7630,76400,353117732864,0.72833157,16.583712
8367,南都銀行,6210,65500,195076947968,0.64354014,13.404711
8368,百五銀行,1211,753200,293870895104,0.6120053,15.59964
8370,紀陽銀行,3400,118600,217876332544,0.8835534,11.520738
8377,ほくほくフィナンシャルグループ,4969,292200,603101396992,0.8831216,12.062729
8381,山陰合同銀行,1576,302200,237930479616,0.7390425,11.350378
8386,百十四銀行,7030,86300,199981416448,0.5646793,12.499999
8387,四国銀行,1892,98400,79014404096,0.45868468,12.047887
8388,阿波銀行,4610,78600,180029521920,0.4960584,12.787795
8392,大分銀行,6980,69000,105305391104,0.46724313,13.02093
8393,宮崎銀行,7080,74600,118818766848,0.5746617,10.298632
8395,佐賀銀行,4315,77200,72935407616,0.59227747,8.9365225
8399,琉球銀行,2009,236100,82384158720,0.5631718,10.976942
8410,セブン銀行,305,4818900,357821513728,1.3031069,19.601542
8418,山口フィナンシャルグループ,2242,617100,472397053952,0.71351033,11.668575
8424,芙蓉総合リース,4390,183700,395916214272,0.85261726,14.641142
8425,みずほリース,1447,253700,405430337536,1.0116837,8.968637
8439,東京センチュリー,2091,393500,1022001217536,0.99310005,7.593144
8473,ＳＢＩホールディングス,3555,3642100,2348628312064,1.5477854,8.244052
8511,日本証券金融,2095,137500,170144907264,1.2620763,18.518518
8515,アイフル,562,1752600,269196001280,1.171568,9.624936
8522,名古屋銀行,4640,149400,228276666368,0.76751256,13.946918
8524,北洋銀行,923,1850800,347505426432,0.8643836,14.143426
8541,愛媛銀行,1569,65600,61301952512,0.42992663,9.940446
8544,京葉銀行,1733,244800,208328900608,0.6575338,15.383932
8550,栃木銀行,793,741100,82577260544,0.52476317,0.0
8551,北日本銀行,4745,18700,38874165248,0.43217903,10.341295
8558,東和銀行,1151,149500,40788410368,0.44317076,6.7250953
8566,リコーリース,6030,28400,185871499264,0.77005917,13.62404
8570,イオンフィナンシャルサービス,1763,718400,380604153856,0.81248546,21.096087
8584,ジャックス,4370,101300,195603202048,0.66875404,9.017188
8585,オリエントコーポレーション,1092,455700,186935820288,0.7851641,11.376185
8593,三菱ＨＣキャピタル,1350,2917400,1938781372416,1.0581144,14.36855
8595,ジャフコ　グループ,2460,203800,129445437440,0.94847506,20.365925
8600,トモニホールディングス,811,719900,156091039744,0.5449009,12.391139
8609,岡三証券グループ,793,241400,158667177984,0.7516139,14.285715
8613,丸三証券,1048,194600,69348556800,1.4151033,15.243636
8614,東洋証券,700,868300,47541596160,1.724958,18.14882
8616,東海東京フィナンシャル・ホールディングス,716,760900,180188495872,0.9737178,14.45005
8622,水戸証券,570,91400,34333319168,0.84742236,15.527104
8624,いちよし証券,1102,222800,35322925056,1.2460904,19.494074
8628,松井証券,871,429500,224318128128,2.8188431,20.532768
8698,マネックスグループ,740,2590100,186010238976,1.5809264,0.0
8706,極東証券,1730,105600,55189352448,1.0465016,12.920091
8707,岩井コスモホールディングス,3485,63200,81858535424,1.1776851,10.03022
8708,アイザワ証券グループ,1422,58900,44279980032,0.9855105,16.721542
8713,フィデアホールディングス,2023,93100,36539248640,0.4311111,9.090909
8714,池田泉州ホールディングス,824,960500,229433901056,0.9365957,17.123857
8715,アニコム　ホールディングス,1058,316800,77909458944,2.7519119,31.544424
8729,ソニーフィナンシャルグループ,175,70930800,1187966746624,1.930438,0.99341506
8739,スパークス・グループ,1689,55000,66748133376,1.921528,11.454731
8771,イー・ギャランティ,1836,81500,82916270080,3.911101,24.568445
8793,ＮＥＣキャピタルソリューション,4135,14600,89087877120,0.7238679,11.507528
8798,アドバンスクリエイト,222,249200,8197001216,12.677746,0.0
8803,平和不動産,2260,164400,150974185472,1.2243271,14.451052
8818,京阪神ビルディング,1940,49400,92542885888,1.1874804,19.194618
8848,レオパレス２１,685,1601100,217627017216,7.2890177,24.385902
8850,スターツコーポレーション,4800,52300,231225966592,1.2685415,10.101009
8860,フジ住宅,824,32900,29495017472,0.52003753,5.6690745
8864,空港施設,1065,85200,53557219328,0.88787436,20.7886
8876,リログループ,1754,436600,264972943360,3.67819,13.605337
8877,エスリード,6830,18500,105382559744,1.3482583,11.560596
8881,日神グループホールディングス,773,59700,36102672384,0.5211276,9.090909
8892,エスコン,1227,206200,117391548416,1.5581348,10.132122
8897,ＭＩＲＡＲＴＨホールディングス,396,814300,53798809600,0.6743077,6.3737326
8919,カチタス,3225,156000,252308553728,5.084409,22.93578
8923,トーセイ,1787,180900,173284671488,1.6994834,11.709586
8934,サンフロンティア不動産,2485,97400,120605753344,1.1082746,7.2991624
8935,ＦＪネクストホールディングス,1503,40400,49226530816,0.6507057,6.67555
8999,グランディハウス,633,61900,18313873408,0.74894136,25.0
9003,相鉄ホールディングス,2859,118400,274377277440,1.4619733,13.888754
9006,京浜急行電鉄,1551,339600,416071712768,1.0880698,16.340076
9010,富士急行,2105,157100,111771279360,2.9517596,21.140905
9023,東京地下鉄,1600,2122200,928957464576,1.2838444,16.025642
9024,西武ホールディングス,4252,1042300,1082366230528,2.0232992,5.8858547
9025,鴻池運輸,3230,36100,171511758848,1.1482114,13.773987
9031,西日本鉄道,2875,149400,217082413056,0.848556,7.8801665
9037,ハマキョウレックス,1806,94300,133664833536,1.433372,14.103866
9039,サカイ引越センター,2940,50200,118887505920,1.2303026,14.005336
9041,近鉄グループホールディングス,3195,741400,607547621376,1.0778006,12.5
9042,阪急阪神ホールディングス,4081,821200,968241577984,0.8999322,13.812361
9044,南海電気鉄道,3012,168300,326803816448,1.0310047,14.124268
9045,京阪ホールディングス,3440,170600,347104116736,1.0919033,12.315184
9046,神戸電鉄,2557,4100,20230756352,0.8305931,16.23389
9048,名古屋鉄道,1715,870800,336363290624,0.71770376,10.23568
9052,山陽電気鉄道,2078,24300,46173286400,0.76893955,11.049665
9065,山九,8747,127700,444267855872,1.5506866,14.85892
9068,丸全昭和運輸,8300,17300,162089500672,1.1847783,16.474464
9069,センコーグループホールディングス,2026,437400,347275067392,1.5724478,20.661705
9072,ニッコンホールディングス,3500,209200,412977856512,1.736291,28.169014
