コード,銘柄名,price,volume,marketCapacity,pbr,per
417A,ブルーゾーンホールディングス,8577,41700,349231087616,1.8041254,17.391216
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,1096,927000,111594700800,3.2722867,36.363636
4182,三菱瓦斯化学,2918,806500,568260165632,0.89731133,0.0
4186,東京応化工業,6039,747300,723955941376,3.3972354,26.810211
4187,大阪有機化学工業,3915,376100,79621029888,1.6019975,11.627907
4189,ＫＨネオケム,2447,349000,86012575744,1.2874373,10.009817
4194,ビジョナル,10245,106900,411192786944,5.6339593,26.52496
4202,ダイセル,1424,953600,369394122752,0.9960619,10.460588
4203,住友ベークライト,5152,175100,452016734208,1.4638451,23.041143
4204,積水化学工業,2712,1853100,1105044176896,1.3595586,15.974553
4205,日本ゼオン,1846,616400,353319780352,0.9927371,10.11116
4206,アイカ工業,3546,135600,222004592640,1.2737993,13.792835
4212,積水樹脂,2129,60700,63887818752,0.67939943,17.271032
4216,旭有機材,5230,21800,98239963136,1.270005,14.492754
4218,ニチバン,1974,8900,40185659392,0.93294466,22.27237
4220,リケンテクノス,1549,75200,73797951488,1.1950786,9.7846
4221,大倉工業,4745,60100,53602635776,0.8622941,12.269859
4228,積水化成品工業,414,86400,18877417472,0.42520544,0.0
4229,群栄化学工業,3895,12800,25848178688,0.5007396,13.550182
4246,ダイキョーニシカワ,817,712400,55788277760,0.66004467,8.057994
4249,森六,2451,16400,34983321600,0.55607635,0.0
4251,恵和,1308,65800,24581541888,1.0612439,9.033149
4272,日本化薬,1724,472100,258863349760,0.98398626,11.806602
4275,カーリット,2018,185600,45754462208,1.2165229,17.035286
4290,プレステージ・インターナショナル,745,121900,93421494272,1.9938926,17.857141
429A,テクセンドフォトマスク,3095,367700,307306299392,2.178772,22.675653
4301,アミューズ,1975,41100,32010592256,0.8610553,6.807293
4310,ドリームインキュベータ,2600,16000,22907195392,2.133482,21.097046
4318,クイック,930,71300,52192915456,2.6697135,17.008047
4323,日本システム技術,2430,60000,60067053568,3.9797964,20.833334
4326,インテージホールディングス,1760,17400,67211022336,2.06131,19.157505
4331,テイクアンドギヴ・ニーズ,802,73100,11710991360,0.6805948,4.4842043
4333,東邦システムサイエンス,1188,15200,20601810944,2.2684007,16.502293
4337,ぴあ,2691,21500,41269272576,4.454804,14.224548
4343,イオンファンタジー,2981,140300,58963202048,7.8365498,0.0
4344,ソースネクスト,144,2103400,19916666880,2.7486687,0.0
4345,シーティーエス,1065,64100,43998478336,3.1035085,17.857143
4362,日本精化,2863,32000,62084935680,1.2672353,13.908185
4368,扶桑化学工業,6430,96100,226757197824,2.0654287,17.574549
4369,トリケミカル研究所,3085,636900,100252590080,2.9042265,17.574343
4373,シンプレクス・ホールディングス,1014,447600,231096238080,4.586886,24.03983
4384,ラクスル,1858,553200,107651301376,6.5334196,40.64756
4390,ＩＰＳ,3060,29900,39965970432,2.6519337,12.690249
4392,ＦＩＧ,298,291000,9051569152,1.0482401,0.0
4396,システムサポートホールディングス,1546,83800,32028704768,5.2438245,21.882519
4401,ＡＤＥＫＡ,4045,322900,400255254528,1.3305207,15.847829
4403,日油,3049,498700,695526096896,2.4836411,20.449362
4410,ハリマ化成グループ,925,23100,22486958080,0.6084794,22.418808
4413,ボードルア,2325,238400,72421163008,11.546541,35.714287
4432,ウイングアーク１ｓｔ,3660,49400,126879170560,2.8608925,24.155226
4433,ヒト・コミュニケーションズ・ホールディングス,1061,34700,18930786304,1.0897297,22.17346
4443,Ｓａｎｓａｎ,1794,417700,226831564800,15.242012,555.41797
4446,Ｌｉｎｋ－Ｕグループ,1212,1030700,17177472000,6.7344556,0.0
4449,ギフティ,1312,278900,38947033088,4.2807546,0.0
4461,第一工業製薬,8360,72100,88462000128,1.9041692,23.041729
4462,石原ケミカル,2330,12300,31840897024,1.3782146,13.003684
4471,三洋化成工業,5130,166500,113484259328,0.76610744,8.326435
4480,メドレー,2390,166000,74423435264,4.598223,54.342884
4481,ベース,3295,26100,59762712576,4.3627305,14.4924345
4483,ＪＭＤＣ,3870,336100,253159440384,3.1847682,42.01498
4516,日本新薬,5675,633300,382500405248,1.4717385,11.976111
4521,科研製薬,4100,106400,155260796928,1.0504649,285.71426
4526,理研ビタミン,2990,42100,87987068928,1.0965358,9.469817
4527,ロート製薬,2577,646300,582310166528,2.116052,16.58408
4528,小野薬品工業,2272,2201700,1067865145344,1.32432,20.284746
4530,久光製薬,6441,760100,451170959360,1.6785327,23.923782
4534,持田製薬,3615,35200,128153444352,0.9478313,22.521961
4536,参天製薬,1676,648200,539283849216,1.9819831,18.083271
4538,扶桑薬品工業,2369,16000,20228104192,0.5948042,0.0
4540,ツムラ,4187,266200,311246192640,1.0584049,11.520788
4544,Ｈ．Ｕ．グループホールディングス,3486,245700,198068568064,1.4671823,71.935616
4547,キッセイ薬品工業,4780,78900,198143393792,0.9373845,13.966399
4548,生化学工業,727,159300,39696375808,0.5494842,0.0
4549,栄研化学,2463,128400,81200676864,1.8481168,21.053082
4552,ＪＣＲファーマ,707,556100,86242549760,1.7909752,0.0
4553,東和薬品,3620,103700,178204983296,0.9907873,8.628087
4554,富士製薬工業,1912,49900,46758412288,0.9969175,15.552301
4559,ゼリア新薬工業,2113,69900,93139951616,1.0160353,16.584255
4565,ネクセラファーマ,870,798900,78730452992,1.199135,0.0
4569,杏林製薬,1599,164000,91865219072,0.67326653,9.852125
4574,大幸薬品,305,262700,15309082624,1.8609248,0.0
4577,ダイト,1363,72500,40189153280,0.78341883,21.738438
4587,ペプチドリーム,1735,622500,224186236928,4.262376,0.0
4611,大日本塗料,1352,121000,38606839808,0.6011935,4.764254
4612,日本ペイントホールディングス,1058,4398400,2467233529856,1.5437526,16.583073
4613,関西ペイント,2498,551000,439905845248,1.6213067,13.966683
4617,中国塗料,4500,245100,223264915456,2.6080818,19.723866
4626,太陽ホールディングス,4777,228500,531588775936,4.967793,42.017765
4631,ＤＩＣ,3629,663300,343597187072,0.8370036,12.270083
4633,サカタインクス,2385,195300,117293039616,1.0469779,11.890517
4634,ａｒｔｉｅｎｃｅ,3485,71700,166226526208,0.6619688,12.210075
4641,アルプス技研,2709,43500,53146886144,2.804516,13.58712
4658,日本空調サービス,1328,85300,45994819584,1.6408553,13.209988
4662,フォーカスシステムズ,1836,112300,27178639360,1.9460325,17.699797
4665,ダスキン,4299,73300,202149904384,1.3181653,21.14193
4666,パーク２４,2225,1039600,379738652672,3.867198,26.108894
4668,明光ネットワークジャパン,729,41000,18417625088,1.4634587,10.65011
4674,クレスコ,1782,59300,71927611392,2.2724462,15.974898
4676,フジ・メディア・ホールディングス,3980,461300,827651653632,1.0279837,0.0
4680,ラウンドワン,1161,2896100,305326817280,4.132643,19.763485
4681,リゾートトラスト,1944,439800,412338946048,2.7890642,19.379923
4684,オービック,4843,1160700,2122411409408,4.3715343,30.48788
4686,ジャストシステム,5040,50000,323688005632,2.8760772,23.0949
4687,ＴＤＣソフト,1356,39900,63919935488,2.9247272,18.621258
4694,ビー・エム・エル,3840,77200,143937028096,1.1452659,21.096582
4709,ＩＤホールディングス,2190,14400,37175144448,2.5891607,14.1244755
4714,リソー教育グループ,205,1576700,34867093504,3.0302134,19.59847
4718,早稲田アカデミー,2292,11700,42348478464,2.7286396,16.948902
4719,アルファシステムズ,4085,9500,57347973120,1.2996024,16.750729
471A,ＮＳグループ,1335,265700,0,2.5253577,10.638298
4722,フューチャー,2008,107000,178061328384,2.9838016,17.730684
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,2063,52200,35294412800,1.0310953,10.406053
4732,ユー・エス・エス,1741,750800,806624821248,4.0810347,20.87629
4733,オービックビジネスコンサルタント,8490,61400,638250188800,3.8501236,37.878113
4743,アイティフォー,1713,36100,45350748160,2.330219,16.102652
4763,クリーク・アンド・リバー社,1534,290000,32445161472,1.7926278,10.822633
4765,ＳＢＩグローバルアセットマネジメント,625,240800,86231859200,2.73014,31.438633
4768,大塚商会,3196,866200,1211926970368,3.2547615,19.960032
4776,サイボウズ,2730,381500,126249197568,7.769477,23.865723
4784,ＧＭＯインターネット,928,2699000,254501289984,18.407585,67.589226
4792,山田コンサルティンググループ,1826,17600,34919198720,1.862754,14.598657
4801,セントラルスポーツ,2508,22000,28091138048,1.078976,27.175209
4809,パラカ,2058,24000,20875216896,0.9982412,10.204285
4812,電通総研,2717,246800,530297225216,5.570168,34.12888
4813,ＡＣＣＥＳＳ,598,169800,22405941248,3.0623481,0.0
4819,デジタルガレージ,2680,304000,122999930880,1.6335557,39.528023
4820,イーエムシステムズ,791,133800,54756347904,2.7164955,18.150528
4825,ウェザーニューズ,3895,86200,86496043008,3.819133,23.866423
4826,ＣＩＪ,564,891500,32102834176,2.2008812,21.600918
4828,ビジネスエンジニアリング,1687,126300,101003493376,6.7349076,30.303576
4839,ＷＯＷＯＷ,1489,77800,42194628608,0.6085091,18.586943
4845,スカラ,386,17900,6701671936,1.4626753,7.401726
4847,インテリジェント　ウェイブ,984,63300,25762754560,2.8239508,19.08456
4848,フルキャストホールディングス,1705,56300,59514982400,1.9762754,12.515599
4849,エン,1550,126100,60042956800,1.8382899,15.3146925
4880,セルソース,421,50900,8342444032,1.387191,0.0
4886,あすか製薬ホールディングス,2101,51000,59660255232,0.89236945,12.5
4887,サワイグループホールディングス,2400,291900,277165506560,1.5671822,24.813896
4912,ライオン,1673,733600,462978744320,1.5133826,22.174374
4914,高砂香料工業,1474,137200,143709323264,0.8638737,10.394922
4917,マンダム,2845,273800,128414785536,1.8437152,66.65886
4919,ミルボン,2425,86800,77068025856,1.6702644,25.0
4922,コーセー,5234,448300,298727211008,1.1044377,100.0
4923,コタ,1158,36300,32133877760,2.9794374,24.507936
4927,ポーラ・オルビスホールディングス,1315,514000,290966241280,1.8011256,45.251205
4928,ノエビアホールディングス,4645,44100,158655578112,2.9508533,19.762594
4931,新日本製薬,2030,30400,42925789184,1.8819664,16.863266
4933,Ｉ－ｎｅ,1352,243100,23642597376,1.3439912,9.224891
4951,エステー,1531,36100,31952267264,0.9426562,14.858307
4956,コニシ,1334,43000,88522162176,0.99741894,11.025704
4958,長谷川香料,2879,54100,116453613568,0.94428986,17.064785
4967,小林製薬,5488,198800,407971430400,1.9240661,35.33578
4968,荒川化学工業,1260,52300,24996796416,0.42681423,14.409881
4971,メック,4990,251000,91121172480,3.2183998,40.65173
4973,日本高純度化学,3760,137400,21751574528,1.3974671,15.847593
4974,タカラバイオ,820,200400,98740699136,0.9644722,0.0
4975,ＪＣＵ,4995,66300,123371626496,2.488581,14.727562
4980,デクセリアルズ,2712,770100,454352011264,4.445767,18.939394
4985,アース製薬,5040,48100,110111580160,1.4620528,20.746717
4996,クミアイ化学工業,693,584800,83454304256,0.57759863,19.048927
4997,日本農薬,1018,121300,79665430528,0.9936904,15.601533
5011,ニチレキグループ,2482,17600,70626590720,0.93190134,14.576848
5016,ＪＸ金属,2189,31043700,2027223777280,3.2175088,27.321516
5017,富士石油,478,58200,36920877056,0.5873138,0.0
5021,コスモエネルギーホールディングス,4341,311800,712439037952,1.2066771,12.004646
5032,ＡＮＹＣＯＬＯＲ,4730,775700,289070415872,10.424473,19.880632
5036,日本ビジネスシステムズ,1756,150900,79856795648,2.9505563,14.881356
5074,テスホールディングス,383,361600,27007619072,0.62595606,131.61511
5076,インフロニア・ホールディングス,2238,1389000,565427372032,1.033397,13.605422
50765,インフロニア・ホールディングス第１回社債型種類株式,4632,1800,0,2.1383493,0.0
5105,ＴＯＹＯ　ＴＩＲＥ,4418,766400,680359559168,1.3779174,10.288056
5110,住友ゴム工業,2574,2844100,676674011136,1.0221506,0.0
5121,藤倉コンポジット,2059,127700,40739729408,1.1033902,9.980127
5122,オカモト,5390,11800,92127256576,0.93346363,16.556087
5142,アキレス,1495,24700,20431585280,0.5158449,87.73473
5185,フコク,1988,27200,32060411904,0.76377964,13.716968
5186,ニッタ,4230,23100,114505187328,0.75604635,9.9403105
5191,住友理工,2590,66300,268904153088,1.2036569,9.233512
5192,三ツ星ベルト,3980,68300,111673131008,1.1405574,16.366478
5195,バンドー化学,2082,44300,84899356672,0.99786335,28.089584
5202,日本板硝子,638,2465100,63500201984,0.5805241,0.0
5208,有沢製作所,1745,130600,58074996736,1.2026545,17.00614
5232,住友大阪セメント,3887,123100,123457503232,0.6447439,9.372137
5261,リソルホールディングス,7810,11300,43401715712,2.5595162,19.267775
5262,日本ヒューム,1437,337100,66872078336,1.5274608,23.472721
5269,日本コンクリート工業,338,119900,18353625088,0.4659344,0.0
5288,アジアパイルホールディングス,1490,250100,56752381952,1.1619828,10.845829
5302,日本カーボン,4460,67500,49315545088,0.919797,12.077229
5310,東洋炭素,5270,228700,110523580416,1.1635041,14.771008
5331,ノリタケ,5980,70000,164437458944,1.0735198,13.774041
5334,日本特殊陶業,6770,1309100,1337706414080,1.8637292,14.005544
5344,ＭＡＲＵＷＡ,44550,115000,549690703872,4.0609837,30.211584
5351,品川リフラ,2155,43600,98339373056,1.0642327,10.672544
5352,黒崎播磨,4175,26900,140598591488,1.3801361,7.3529415
5357,ヨータイ,1883,35200,34526076928,1.0412911,15.649934
5384,フジミインコーポレーテッド,2420,162400,179523485696,2.2590094,18.450747
5393,ニチアス,7218,292500,459186044928,2.0805721,15.337542
5408,中山製鋼所,641,262200,34752192512,0.32291865,8.284864
5410,合同製鐵,4080,48900,59668570112,0.43043402,5.3561583
5423,東京製鐵,1555,663900,159419138048,0.74858725,10.245767
5440,共英製鋼,2569,80200,111645982720,0.5497419,10.01013
5444,大和工業,11230,153400,679893139456,1.3059297,30.39489
5445,東京鐵鋼,6290,46700,53066637312,0.87775666,5.2742796
5451,ヨドコウ,1400,220600,202558242816,1.0289245,14.749263
5461,中部鋼鈑,2298,83800,62255857664,0.8318528,0.0
5463,丸一鋼管,1498,464800,334144929792,0.9999753,11.641281
5471,大同特殊鋼,1876,3783700,375025926144,0.85738444,13.298136
5480,日本冶金工業,4815,120300,66707312640,0.6785819,7.1787457
5482,愛知製鋼,3095,161000,198139133952,0.921406,19.193798
5535,ミガロホールディングス,421,257600,27067471872,2.0420933,34.59326
5541,大平洋金属,2640,986100,45905682432,0.77225095,0.0
5563,新日本電工,367,440000,45635092480,0.6617966,16.369312
5602,栗本鐵工所,1772,326600,107547697152,1.2031153,14.4925165
5632,三菱製鋼,1929,84700,29169180672,0.6896603,9.727685
5659,日本精線,1220,29000,37469761536,0.90462977,14.727185
5702,大紀アルミニウム工業所,1283,191000,50771357696,0.7185916,476.95166
5703,日本軽金属ホールディングス,2629,317000,161932607488,0.68407106,12.437905
5707,東邦亜鉛,1059,2257100,14378844160,2.6856291,0.0
5715,古河機械金属,4410,1193600,144585703424,1.0965528,10.526316
5726,大阪チタニウムテクノロジーズ,2251,2216600,82833285120,1.8642286,13.624258
5727,東邦チタニウム,1545,1197100,109982515200,1.8866864,33.333336
5741,ＵＡＣＪ,2228,662500,403423428608,1.3556962,22.122927
5757,ＣＫサンエツ,4315,10100,36400492544,0.6746428,8.4175415
5805,ＳＷＣＣ,10990,200900,325383028736,3.676318,21.505587
5821,平河ヒューテック,2834,34600,41958969344,1.0308315,14.792776
5830,いよぎんホールディングス,2708,714000,787811794944,0.9341759,11.99035
5832,ちゅうぎんフィナンシャルグループ,2620,270600,465845321728,0.78425944,15.527969
5838,楽天銀行,6710,1648800,1170885181440,3.459417,18.7268
5844,京都フィナンシャルグループ,3511,478700,997333729280,0.80340326,24.038067
5851,リョービ,2795,108200,89319178240,0.5394898,13.735994
5852,アーレスティ,848,73400,21149786112,0.41819382,11.287103
5857,ＡＲＥホールディングス,3350,438000,256707821568,1.9276415,15.29052
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,2043,63900,49298046976,2.8981807,12.3302555
5901,東洋製罐グループホールディングス,3842,252800,577728020480,0.88182855,13.513418
5902,ホッカンホールディングス,2415,23200,29737113600,0.4932346,8.539604
5911,横河ブリッジホールディングス,3105,88500,122253623296,0.9402959,10.183332
5929,三和ホールディングス,4150,352200,879317155840,2.8202763,14.836796
5930,文化シヤッター,2094,220300,147289358336,1.3355588,10.869452
5932,三協立山,637,315600,19963258880,0.21545681,0.0
5933,アルインコ,1135,17700,22669643776,0.70365477,12.209553
5938,ＬＩＸＩＬ,1904,1341400,547299885056,0.85976255,58.476658
5943,ノーリツ,2062,65200,93426286592,0.7306598,16.025492
5946,長府製作所,2047,48300,69604098048,0.51578164,30.303478
5947,リンナイ,4060,291700,560591273984,1.3966677,17.094017
5949,ユニプレス,1347,136400,60069617664,0.45117977,0.0
5957,日東精工,741,133200,26899855360,0.77709204,13.071089
5959,岡部,964,94300,43972272128,0.7291403,0.0
5970,ジーテクト,2012,253600,86138937344,0.42291102,7.1072803
5975,東プレ,2437,89200,120433057792,0.5333262,6.5920095
5976,高周波熱錬,1306,57900,42699005952,0.7554513,27.174364
5981,東京製綱,1678,67200,26172622848,0.69449186,7.0721116
5988,パイオラックス,1765,57800,43126403072,0.68703777,53.194695
5989,エイチワン,1490,110600,41939308544,0.61501807,4.714742
5991,日本発條,2558,522200,518235357184,1.2649852,13.21008
6005,三浦工業,3173,261800,367155445760,1.6998329,12.936764
6013,タクマ,2482,146600,185878970368,1.717205,18.761812
6027,弁護士ドットコム,3270,93800,73937240064,12.077294,54.64572
6035,アイ・アールジャパンホールディングス,806,30700,14317287424,2.4332588,18.21469
6036,ＫｅｅＰｅｒ技研,3375,97600,92107866112,4.435082,18.832653
6047,Ｇｕｎｏｓｙ,551,121200,13164673024,1.2343799,166.46526
6050,イー・ガーディアン,1696,35100,19663161344,1.631527,20.78941
6055,ジャパンマテリアル,1519,693000,156113977344,2.7967882,16.892794
6058,ベクトル,1264,165400,59287212032,3.3067796,12.004939
6062,チャーム・ケア・コーポレーション,1326,91700,43318284288,2.125007,14.771082
6070,キャリアリンク,2652,22000,31496966144,2.1406121,13.476979
6071,ＩＢＪ,807,82900,30562535424,3.0449958,17.39224
6073,アサンテ,1621,17400,15841909760,1.5778797,32.258705
6078,バリューＨＲ,1437,58200,38372704256,5.9876494,62.505436
6080,Ｍ＆Ａキャピタルパートナーズ,3490,113500,110837440512,2.560703,22.222221
6088,シグマクシス・ホールディングス,887,635900,73425289216,5.1297474,17.093853
6089,ウィルグループ,1203,38700,27564185600,1.5267642,15.336562
6099,エラン,702,96900,42455617536,3.1353564,17.700455
6101,ツガミ,2933,149200,137141682176,2.0231326,10.504262
6104,芝浦機械,4375,56300,103455858688,0.8717873,17.88927
6118,アイダエンジニアリング,1225,111800,66530836480,0.8118965,12.870351
6134,ＦＵＪＩ,3728,257800,327741243392,1.4742532,22.57342
6135,牧野フライス製作所,10840,441500,253567549440,1.0868407,16.50175
6136,オーエスジー,2498,1106600,205225361408,1.134951,16.366375
6140,旭ダイヤモンド工業,844,81000,42256343040,0.67672235,17.45244
6141,ＤＭＧ森精機,2795,2277700,396314279936,1.2120574,51.548958
6143,ソディック,1022,698300,51764633600,0.61539495,11.778265
6151,日東工器,1833,16700,34303363072,0.5935556,67.11827
6167,冨士ダイス,948,46000,18560565248,0.9404734,50.749462
6183,ベルシステム２４ホールディングス,1469,219600,109213278208,1.5091169,12.361158
6184,鎌倉新書,638,183000,23654150144,6.6464567,28.093351
6191,エアトリ,794,183200,17818040320,1.1683961,10.030318
6194,アトラエ,721,124700,16458368000,3.2663896,14.618816
6196,ストライク,4270,62300,81995792384,3.8185518,17.361252
6197,ソラスト,857,1213400,78159560704,3.2923675,18.019344
6200,インソース,879,287300,73813000192,5.9116683,17.858593
6201,豊田自動織機,18005,343500,5410031927296,1.0093347,26.385204
6209,リケンＮＰＲ,3650,43800,98204418048,0.6714832,8.361204
6222,島精機製作所,1030,80700,34523783168,0.43759716,0.0
6235,オプトラン,1944,177500,77492830208,1.4451189,19.646286
6237,イワキポンプ,2590,18400,57455554560,1.507703,12.468708
6238,フリュー,1075,41900,28473784320,1.2632004,15.361531
6240,ヤマシンフィルタ,605,269000,42122858496,1.8842714,24.209684
6247,日阪製作所,1555,20300,40887074816,0.68153095,10.214807
6250,やまびこ,3120,225500,127638298624,1.1385337,9.578485
6254,野村マイクロ・サイエンス,3025,734600,115153256448,3.1274652,10.1008415
6258,平田機工,2506,304000,76748136448,1.0881629,12.00479
6264,マルマエ,2258,182300,28591460352,3.443921,21.09689
6266,タツモ,2173,149500,31441805312,1.2153536,8.291994
6268,ナブテスコ,3899,764400,458691772416,1.7188712,37.73713
6269,三井海洋開発,14290,5479700,976588177408,4.6203384,25.839933
6272,レオン自動機,1492,37600,40184893440,1.0041201,10.834361
6277,ホソカワミクロン,5760,19400,84303290368,1.2541587,18.832146
6278,ユニオンツール,9030,255000,155991703552,2.0514565,27.777779
6279,瑞光,1009,40900,26718234624,0.7895013,113.62612
6282,オイレス工業,2438,39100,71005085696,0.92746764,12.345554
6284,日精エー・エス・ビー機械,6350,24100,95193538560,1.6165185,12.300004
6287,サトー,2385,41100,77429350400,0.96994,10.787462
6289,技研製作所,2024,147500,51340869632,1.320046,36.363636
6293,日精樹脂工業,888,25600,17081873408,0.4392017,0.0
6294,オカダアイヨン,2401,29800,19336388608,1.1132703,12.150809
6298,ワイエイシイホールディングス,1048,78900,19267045376,1.1487802,21.45782
6306,日工,814,44400,31368851456,0.883679,17.183872
6309,巴工業,1838,140400,54331400192,1.2874043,13.605744
6310,井関農機,1858,103600,42043269120,0.5718822,46.942898
6315,ＴＯＷＡ,2513,5271600,188541911040,2.9537218,30.67627
6323,ローツェ,2533,1524200,439386767360,3.5273185,23.867168
6328,荏原実業,2222,33900,52923781120,2.0185282,13.986279
6330,東洋エンジニアリング,4665,9802800,273362321408,5.076175,0.0
6331,三菱化工機,3265,267700,74325213184,1.862787,12.1655855
6332,月島ホールディングス,2965,196100,116561526784,1.2612673,7.241068
6333,帝国電機製作所,3100,43700,51503144960,1.5852487,11.074198
6339,新東工業,1119,67400,58766340096,0.48582065,18.832045
6340,澁谷工業,3485,22500,96417259520,0.8904082,9.587609
6345,アイチ　コーポレーション,1389,134200,89673637888,1.2557738,16.339254
6349,小森コーポレーション,1599,111800,84841545728,0.72749543,11.709996
6351,鶴見製作所,2175,34200,104327913472,1.0698895,13.038005
6358,酒井重工業,2170,26200,18608605184,0.6194197,32.893738
6363,酉島製作所,2066,49900,54370152448,0.99479103,15.503528
6364,ＡＩＲＭＡＮ,1850,32700,50157391872,1.1870563,10.162602
6368,オルガノ,13945,155700,641226702848,4.9847383,23.25562
6369,トーヨーカネツ,2529,55800,39334572032,0.99889725,10.638119
6370,栗田工業,6862,326900,750886453248,2.233817,33.670265
6371,椿本チエイン,2345,143200,228582047744,0.89940715,10.810935
6376,日機装,1698,148100,112522608640,0.7617899,16.259695
6379,レイズネクスト,2493,101900,134658170880,1.5454504,12.594726
6381,アネスト岩田,1709,80500,67311042560,1.4190757,15.872574
6383,ダイフク,5201,1744400,1912411389952,4.5368743,33.112625
6387,サムコ,4455,34400,35784404992,2.6389818,21.096746
6390,加藤製作所,1370,133800,15281089536,0.3686652,0.0
6395,タダノ,1106,365600,139547803648,0.7101379,24.388094
6406,フジテック,5670,59000,442553401344,2.8962157,28.571428
6407,ＣＫＤ,3350,594200,223840059392,1.5848542,17.824837
6412,平和,2070,296400,204158238720,0.81537384,16.393442
6413,理想科学工業,1255,42700,79450267648,1.222357,19.763779
6417,ＳＡＮＫＹＯ,2573,649800,508622995456,2.0406625,9.950114
6418,日本金銭機械,1030,55100,27909109760,0.830934,6.0350385
6419,マースグループホールディングス,3240,29300,59793346560,0.7328513,8.278188
6420,ガリレイ,3845,36200,154157858816,1.4677786,12.209838
6430,ダイコク電機,2904,26100,42281721856,0.8618896,6.711347
6432,竹内製作所,7100,255700,327970717696,1.9420099,12.5
6436,アマノ,4255,144000,302032519168,2.3221066,17.035673
6440,ＪＵＫＩ,512,124200,15273969664,0.5030329,0.0
6445,ジャノメ,1191,18200,21355202560,0.61961126,36.500153
6448,ブラザー工業,3175,477900,797025304576,1.1296427,14.770877
6454,マックス,6800,89500,305690312704,2.9119112,23.923447
6455,モリタホールディングス,2820,61300,120501092352,1.2146074,12.970288
6457,グローリー,4114,76400,219197046784,1.014104,19.762693
6458,新晃工業,1433,152400,97413079040,1.6085906,13.966862
6459,大和冷機工業,1590,30800,78487945216,1.130879,14.771461
6460,セガサミーホールディングス,2496,867600,524932710400,1.386634,30.486017
6463,ＴＰＲ,1348,89400,87804911616,0.5452468,8.5838
6464,ツバキ・ナカシマ,355,194900,13579795456,0.23185188,0.0
6465,ホシザキ,5387,426600,762781106176,2.0639255,19.304785
6474,不二越,4730,128800,103011622912,0.65516216,24.449497
6480,日本トムソン,875,244500,61021077504,0.774507,18.97636
6481,ＴＨＫ,4057,798900,454478757888,1.4355035,68.4957
6486,イーグル工業,2950,55700,133807185920,1.1104791,19.267193
6490,ＰＩＬＬＡＲ,5280,66800,122855735296,1.6182271,14.836879
6498,キッツ,1838,265100,159695142912,1.4259635,13.850792
6507,シンフォニアテクノロジー,9710,117600,273941282816,3.311745,22.62454
6508,明電舎,5840,167300,264930197504,1.858742,14.388489
6516,山洋電気,4160,47700,147743653888,1.2547762,19.684853
6517,デンヨー,3550,20000,72232861696,0.94376117,14.662757
6523,ＰＨＣホールディングス,1178,227600,149028634624,1.0161647,25.771166
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,5976,5919800,1395034947584,6.696954,41.667828
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,1090,54200,10282915840,1.6086352,57.794273
6535,アイモバイル,511,160000,28640104448,1.9441116,9.949377
6539,ＭＳ－Ｊａｐａｎ,1053,43500,26168573952,2.967635,25.318586
6544,ジャパンエレベーターサービスホールディングス,1750,1109200,311789125632,15.211421,49.744247
6560,エル・ティー・エス,2200,6300,9792055296,2.1080854,11.904761
6564,ミダックホールディングス,1931,41000,53439225856,3.2764688,18.51923
6571,キュービーネットホールディングス,1404,23800,18591547392,1.2669983,18.381777
6572,オープングループ,303,188400,16883745792,1.5900338,42.024963
6584,三櫻工業,863,163700,30902800384,0.66841453,12.063181
6586,マキタ,4980,1013900,1317264949248,1.3888974,16.666668
6588,東芝テック,2816,96000,149215248384,1.5166465,0.0
6590,芝浦メカトロニクス,21280,414300,279362338816,5.708145,24.154644
6592,マブチモーター,1458,1033300,358245203968,1.1441181,39.067524
6594,ニデック,2075,4506700,2378592944128,1.3519033,19.801508
6615,ユー・エム・シー・エレクトロニクス,355,376800,9989605376,0.63017905,0.0
6616,トレックス・セミコンダクター,1474,60600,15613252608,0.8920839,0.0
6617,東光高岳,4020,34100,64529481728,1.0291783,13.12353
6619,ダブル・スコープ,153,1481000,8403523072,0.19468819,0.0
6620,宮越ホールディングス,886,59500,35452391424,1.379899,153.81944
6622,ダイヘン,10820,122600,258676178944,1.7902583,20.161366
6630,ヤーマン,729,142200,40110444544,1.63376,0.0
6632,ＪＶＣケンウッド,1259,648400,182012575744,1.4081956,11.261624
6638,ミマキエンジニアリング,1642,86500,47507304448,1.367432,8.3964
6644,大崎電気工業,1226,113300,54675812352,1.0584395,15.823438
6651,日東工業,4110,73700,155922268160,1.3637558,15.128648
6652,ＩＤＥＣ,2916,89100,86104793088,1.3019745,38.167538
6653,正興電機製作所,2349,46300,31771463680,1.8473923,18.484419
6699,ダイヤモンドエレクトリックホールディングス,584,49800,4969752576,0.4360578,2.6164875
6703,沖電気工業,2130,477200,184770576384,1.270407,17.3016
6706,電気興業,2709,27100,23616720896,0.6762971,18.382303
6707,サンケン電気,6526,124100,130459475968,1.0586923,98.03215
6718,アイホン,3050,35700,49919131648,0.7453287,17.952793
6727,ワコム,795,278400,106967351296,3.2125237,18.280064
